1336651756.681	participantNumber	1	""
352.110	chat	type	"dont k"
352.276	chat	type	"dont kn"
352.518	chat	type	"dont kno"
353.734	chat	type	"dont know"
353.878	chat	type	"dont know "
353.974	chat	type	"dont know a"
354.078	chat	type	"dont know an"
354.558	chat	type	"dont know any"
358.534	chat	msg	"dont know any"
360.814	browser	focus	""
362.552	mail	focus	""
364.138	mail	reply	"$84.99"
364.158	compose	focus	""
364.547	mail	loaded	"photocamera Woksan Z-85 $84.99"
365.326	compose	type	"8"
365.790	compose	type	"84"
366.326	compose	type	"84."
366.812	compose	type	"84.9"
366.926	compose	type	"84.99"
368.025	compose	send	"84.99"
368.026	mail	focus	""
369.642	mail	loaded	"photocamera Woksan Z-85 $84.99"
369.776	mail	move	"Archive"
370.877	mail	select	"photocamera Woksan P-70 $62.99"
373.226	mail	loaded	"photocamera Woksan P-70 $62.99"
377.520	browser	focus	""
378.653	browser	home	""
379.715	browser	linkRequest1	"Photocameras.html"
379.727	browser	link1	"Photocameras.html"
382.034	browser	linkRequest2	"Woksan.html"
382.048	browser	link2	"Woksan.html"
385.500	mail	focus	""
386.844	mail	loaded	"photocamera Woksan P-70 $62.99"
388.967	browser	focus	""
390.723	browser	linkRequest3	"Woksan-P-70.html"
392.735	browser	link3	"Woksan-P-70.html"
392.875	chat	prompt	"What is your favorite <i>country</i>?"
394.622	mail	focus	""
396.134	mail	reply	"$62.99"
396.143	compose	focus	""
397.003	mail	loaded	"photocamera Woksan P-70 $62.99"
397.349	compose	type	"6"
397.637	compose	type	"62"
398.005	compose	type	"62."
398.373	compose	type	"62.9"
398.501	compose	type	"62.99"
399.689	compose	send	"62.99"
399.690	mail	focus	""
401.251	mail	move	"Archive"
402.503	chat	focus	""
407.533	chat	type	"b"
407.724	chat	type	"be"
409.524	chat	type	"bel"
412.524	chat	type	"belg"
412.709	chat	type	"belgi"
412.788	chat	type	"belgie"
414.893	chat	msg	"belgie"
416.668	mail	focus	""
418.047	mail	select	"photocamera Okidan J-59 $73.99"
418.365	mail	loaded	"photocamera Okidan J-59 $73.99"
420.202	mail	loaded	"photocamera Okidan J-59 $73.99"
424.544	chat	focus	""
425.444	browser	focus	""
426.922	browser	home	""
427.978	browser	linkRequest1	"Photocameras.html"
427.984	browser	link1	"Photocameras.html"
428.962	browser	linkRequest2	"Okidan.html"
428.974	browser	link2	"Okidan.html"
431.162	browser	linkRequest3	"Okidan-J-59.html"
433.173	browser	link3	"Okidan-J-59.html"
434.524	mail	focus	""
436.180	mail	reply	"$73.99"
436.186	compose	focus	""
436.401	mail	loaded	"photocamera Okidan J-59 $73.99"
437.351	compose	type	"7"
437.548	compose	type	"73"
437.908	compose	type	"73."
438.340	compose	type	"73.9"
438.476	compose	type	"73.99"
439.528	compose	send	"73.99"
439.529	mail	focus	""
441.150	mail	loaded	"photocamera Okidan J-59 $73.99"
441.237	mail	move	"Archive"
441.506	chat	prompt	"What is your favorite <i>candy</i>?"
443.125	chat	focus	""
458.315	chat	type	"b"
458.659	chat	type	"be"
458.987	chat	type	"bel"
460.427	chat	type	"belg"
460.651	chat	type	"belgi"
460.771	chat	type	"belgis"
460.851	chat	type	"belgisc"
461.051	chat	type	"belgisch"
461.739	chat	type	"belgisch "
462.258	chat	type	"belgisch c"
462.418	chat	type	"belgisch ch"
462.691	chat	type	"belgisch cho"
463.411	chat	type	"belgisch choc"
463.843	chat	type	"belgisch choco"
464.611	chat	type	"belgisch chocol"
464.707	chat	type	"belgisch chocola"
464.931	chat	type	"belgisch chocolat"
465.003	chat	type	"belgisch chocolate"
466.188	chat	msg	"belgisch chocolate"
467.783	mail	focus	""
472.389	mail	select	"mp3-player Huma J-14 $85.99"
475.000	mail	loaded	"mp3-player Huma J-14 $85.99"
480.463	browser	focus	""
481.538	browser	home	""
482.528	browser	linkRequest1	"Mp3-players.html"
482.539	browser	link1	"Mp3-players.html"
483.402	browser	linkRequest2	"Huma.html"
483.414	browser	link2	"Huma.html"
484.850	browser	linkRequest3	"Huma-J-14.html"
486.860	browser	link3	"Huma-J-14.html"
488.205	mail	focus	""
490.033	mail	reply	"$85.99"
490.042	compose	focus	""
490.413	mail	loaded	"mp3-player Huma J-14 $85.99"
490.614	compose	type	"8"
490.899	compose	type	"85"
491.379	compose	type	"85."
491.843	compose	type	"85.9"
492.011	compose	type	"85.99"
493.988	compose	send	"85.99"
493.989	mail	focus	""
496.425	mail	loaded	"mp3-player Huma J-14 $85.99"
496.619	mail	move	"Archive"
497.832	mail	select	"laptop Zanium F-22 $74.99"
498.038	chat	prompt	"What is your least favorite?"
499.829	mail	loaded	"laptop Zanium F-22 $74.99"
500.351	chat	focus	""
508.258	chat	type	"t"
508.402	chat	type	"th"
508.562	chat	type	"thi"
508.610	chat	type	"thin"
509.146	chat	type	"thinh"
509.466	chat	type	"thin"
509.554	chat	type	"thing"
510.154	chat	type	"things"
510.746	chat	type	"things "
511.002	chat	type	"things w"
511.161	chat	type	"things wi"
511.346	chat	type	"things wit"
511.474	chat	type	"things with"
512.210	chat	type	"things with "
512.442	chat	type	"things with a"
512.600	chat	type	"things with an"
512.674	chat	type	"things with ani"
512.954	chat	type	"things with anis"
515.508	chat	msg	"things with anis"
517.041	mail	focus	""
519.193	mail	loaded	"laptop Zanium F-22 $74.99"
522.899	browser	focus	""
523.951	browser	home	""
525.014	browser	linkRequest1	"Laptops.html"
525.023	browser	link1	"Laptops.html"
526.113	browser	linkRequest2	"Zanium.html"
526.126	browser	link2	"Zanium.html"
527.539	browser	linkRequest3	"Zanium-F-22.html"
529.561	browser	link3	"Zanium-F-22.html"
530.887	mail	focus	""
531.893	mail	reply	"$74.99"
531.915	compose	focus	""
532.763	mail	loaded	"laptop Zanium F-22 $74.99"
534.882	compose	type	"7"
534.989	chat	prompt	"What is your favorite <i>animal</i>?"
535.160	compose	type	"74"
535.698	compose	type	"74."
536.026	compose	type	"74.9"
536.162	compose	type	"74.99"
537.701	compose	send	"74.99"
537.702	mail	focus	""
539.415	mail	loaded	"laptop Zanium F-22 $74.99"
539.530	mail	move	"Archive"
541.500	chat	focus	""
545.777	chat	type	"d"
545.921	chat	type	"du"
545.992	chat	type	"duc"
546.137	chat	type	"duck"
548.786	chat	msg	"duck"
550.688	mail	focus	""
553.571	mail	select	"laptop Mallsoft Y-78 $89.99"
556.103	mail	loaded	"laptop Mallsoft Y-78 $89.99"
559.585	browser	focus	""
559.678	chat	prompt	"What is your least favorite?"
561.560	chat	focus	""
577.176	chat	type	"w"
577.368	chat	type	"wo"
577.472	chat	type	"wor"
577.583	chat	type	"worm"
578.434	chat	msg	"worm"
580.781	browser	focus	""
581.756	browser	home	""
582.968	browser	linkRequest1	"Laptops.html"
582.979	browser	link1	"Laptops.html"
584.221	mail	focus	""
585.224	mail	select	"photocamera Woksan V-68 $65.99"
585.918	mail	select	"laptop Mallsoft Y-78 $89.99"
586.103	mail	loaded	"laptop Mallsoft Y-78 $89.99"
586.775	mail	loaded	"laptop Mallsoft Y-78 $89.99"
587.961	mail	loaded	"laptop Mallsoft Y-78 $89.99"
590.279	browser	focus	""
591.580	browser	linkRequest2	"Mallsoft.html"
591.593	browser	link2	"Mallsoft.html"
592.858	browser	linkRequest3	"Mallsoft-Y-78.html"
594.872	browser	link3	"Mallsoft-Y-78.html"
596.844	mail	focus	""
598.211	mail	reply	"$89.99"
598.233	compose	focus	""
599.204	mail	loaded	"laptop Mallsoft Y-78 $89.99"
599.345	compose	type	"8"
599.793	compose	type	"8."
600.144	compose	type	"8.9"
600.320	compose	type	"8.99"
600.455	compose	type	"8.999"
601.072	compose	type	"8.99"
601.208	compose	type	"8.9"
601.345	compose	type	"8."
602.193	compose	type	"8"
602.536	compose	type	"89"
602.848	compose	type	"89."
603.160	compose	type	"89.9"
603.280	compose	type	"89.99"
604.705	compose	send	"89.99"
604.706	mail	focus	""
604.899	chat	prompt	"What is your favorite <i>male artist</i>?"
606.296	mail	move	"Archive"
608.340	chat	focus	""
623.223	chat	type	"a"
623.415	chat	type	"ap"
623.687	chat	type	"aph"
623.823	chat	type	"aphe"
624.231	chat	type	"aphex"
624.486	chat	type	"aphex "
624.687	chat	type	"aphex t"
624.879	chat	type	"aphex tw"
624.999	chat	type	"aphex twi"
625.047	chat	type	"aphex twin"
626.193	chat	msg	"aphex twin"
627.911	mail	focus	""
629.141	mail	select	"photocamera Woksan V-68 $65.99"
629.494	mail	loaded	"photocamera Woksan V-68 $65.99"
631.236	mail	loaded	"photocamera Woksan V-68 $65.99"
633.351	browser	focus	""
634.611	browser	home	""
635.670	browser	linkRequest1	"Photocameras.html"
635.675	browser	link1	"Photocameras.html"
635.881	chat	prompt	"What is your favorite <i>electronic brand</i>?"
636.789	browser	linkRequest2	"Woksan.html"
636.801	browser	link2	"Woksan.html"
638.674	browser	linkRequest3	"Woksan-V-68.html"
642.027	chat	focus	""
642.066	browser	link3	"Woksan-V-68.html"
644.847	chat	type	"b"
645.262	chat	type	"bo"
645.391	chat	type	"boo"
645.462	chat	type	"book"
645.639	chat	type	"booka"
645.734	chat	type	"booka "
645.911	chat	type	"booka s"
646.117	chat	type	"booka sh"
646.206	chat	type	"booka sha"
646.341	chat	type	"booka shad"
646.430	chat	type	"booka shade"
648.065	chat	msg	"booka shade"
649.499	browser	focus	""
650.941	mail	focus	""
652.111	mail	reply	"$65.99"
652.119	compose	focus	""
652.684	mail	loaded	"photocamera Woksan V-68 $65.99"
654.215	compose	type	"6"
654.263	compose	type	"65"
655.213	compose	type	"65."
655.575	compose	type	"65.9"
655.693	compose	type	"65.99"
657.629	compose	send	"65.99"
657.631	mail	focus	""
659.426	mail	move	"Archive"
660.752	mail	select	"laptop Mallsoft E-59 $50.99"
663.449	mail	loaded	"laptop Mallsoft E-59 $50.99"
668.088	browser	focus	""
669.307	browser	home	""
670.305	browser	linkRequest1	"Laptops.html"
670.317	browser	link1	"Laptops.html"
670.492	chat	prompt	"What is your least favorite?"
671.307	browser	linkRequest2	"Mallsoft.html"
671.318	browser	link2	"Mallsoft.html"
672.720	browser	linkRequest3	"Mallsoft-E-59.html"
675.957	chat	focus	""
675.987	browser	link3	"Mallsoft-E-59.html"
681.414	chat	type	"b"
681.533	chat	type	"br"
682.125	chat	type	"bri"
682.246	chat	type	"brit"
682.582	chat	type	"britn"
683.406	chat	type	"britne"
683.862	chat	type	"britney"
685.080	chat	msg	"britney"
688.667	browser	focus	""
690.226	mail	focus	""
691.396	mail	reply	"$50.99"
691.401	compose	focus	""
692.438	compose	type	"5"
692.678	compose	type	"50"
692.821	mail	loaded	"laptop Mallsoft E-59 $50.99"
693.262	compose	type	"50."
693.670	compose	type	"50.9"
693.798	compose	type	"50.99"
694.875	compose	send	"50.99"
694.876	mail	focus	""
696.610	mail	move	"Archive"
698.037	mail	select	"mp3-player Huma K-52 $62.99"
699.616	mail	loaded	"mp3-player Huma K-52 $62.99"
703.924	browser	focus	""
705.367	browser	home	""
706.567	browser	linkRequest1	"Mp3-players.html"
706.577	browser	link1	"Mp3-players.html"
707.361	browser	linkRequest2	"Huma.html"
707.372	browser	link2	"Huma.html"
708.707	browser	linkRequest3	"Huma-K-52.html"
710.717	browser	link3	"Huma-K-52.html"
711.925	mail	focus	""
713.222	mail	reply	"$62.99"
713.232	compose	focus	""
714.177	mail	loaded	"mp3-player Huma K-52 $62.99"
714.694	compose	type	"6"
714.974	compose	type	"62"
715.334	compose	type	"62."
715.662	compose	type	"62.9"
715.900	compose	type	"62.99"
716.989	compose	send	"62.99"
716.990	mail	focus	""
717.067	chat	prompt	"What is your favorite <i>car</i>?"
718.669	mail	loaded	"mp3-player Huma K-52 $62.99"
718.736	mail	move	"Archive"
720.456	chat	focus	""
730.989	chat	type	"c"
731.164	chat	type	"ca"
731.323	chat	type	"cam"
731.684	chat	type	"camp"
731.907	chat	type	"campi"
731.956	chat	type	"campin"
732.092	chat	type	"camping"
732.284	chat	type	"camping "
732.484	chat	type	"camping v"
732.652	chat	type	"camping va"
732.772	chat	type	"camping van"
733.847	chat	msg	"camping van"
736.551	mail	focus	""
738.506	mail	select	"mp3-player Huma I-80 $64.99"
738.566	mail	loaded	"mp3-player Huma I-80 $64.99"
740.708	mail	loaded	"mp3-player Huma I-80 $64.99"
743.096	browser	focus	""
744.194	browser	home	""
745.216	browser	linkRequest1	"Mp3-players.html"
745.228	browser	link1	"Mp3-players.html"
745.848	browser	linkRequest2	"Huma.html"
745.858	browser	link2	"Huma.html"
748.442	mail	focus	""
750.922	mail	loaded	"mp3-player Huma I-80 $64.99"
752.506	browser	focus	""
754.114	browser	linkRequest3	"Huma-I-80.html"
756.124	browser	link3	"Huma-I-80.html"
757.678	mail	focus	""
759.807	mail	loaded	"mp3-player Huma I-80 $64.99"
761.217	mail	reply	"$64.99"
761.240	compose	focus	""
762.663	compose	type	"6"
762.740	chat	prompt	"What is your least favorite?"
762.819	compose	type	"64"
763.259	compose	type	"64."
763.668	compose	type	"64.9"
763.812	compose	type	"64.99"
764.960	compose	send	"64.99"
764.962	mail	focus	""
766.644	mail	move	"Archive"
768.053	chat	focus	""
788.011	chat	type	"s"
788.155	chat	type	"sm"
788.251	chat	type	"sma"
788.411	chat	type	"smal"
788.530	chat	type	"small"
789.259	chat	type	"small "
789.931	chat	type	"small j"
790.051	chat	type	"small ja"
790.299	chat	type	"small jap"
790.395	chat	type	"small japa"
790.531	chat	type	"small japan"
790.715	chat	type	"small japane"
790.915	chat	type	"small japanes"
791.635	chat	type	"small japanese"
792.155	chat	type	"small japanese "
792.378	chat	type	"small japanese c"
792.555	chat	type	"small japanese ca"
792.683	chat	type	"small japanese car"
794.758	chat	msg	"small japanese car"
798.001	mail	focus	""
799.327	mail	select	"laptop Rinox T-16 $60.99"
799.590	mail	loaded	"laptop Rinox T-16 $60.99"
801.705	mail	loaded	"laptop Rinox T-16 $60.99"
802.537	browser	focus	""
803.796	browser	home	""
804.967	browser	linkRequest1	"Laptops.html"
804.971	browser	link1	"Laptops.html"
805.838	browser	linkRequest2	"Rinox.html"
805.843	browser	link2	"Rinox.html"
807.362	browser	linkRequest3	"Rinox-T-16.html"
809.372	browser	link3	"Rinox-T-16.html"
809.524	chat	prompt	"What is your favorite <i>drink</i>?"
810.551	mail	focus	""
812.899	mail	loaded	"laptop Rinox T-16 $60.99"
813.324	mail	reply	"$60.99"
813.346	compose	focus	""
814.731	compose	type	"6"
815.035	compose	type	"60"
815.363	compose	type	"60."
815.827	compose	type	"60.9"
815.972	compose	type	"60.99"
817.113	compose	send	"60.99"
817.114	mail	focus	""
818.695	mail	loaded	"laptop Rinox T-16 $60.99"
818.730	mail	move	"Archive"
820.280	chat	focus	""
822.970	chat	type	"b"
823.185	chat	type	"be"
823.329	chat	type	"bee"
823.474	chat	type	"beer"
826.202	chat	type	"beerm"
826.594	chat	type	"beerm "
826.922	chat	type	"beerm ("
827.354	chat	type	"beerm (a"
827.522	chat	type	"beerm (au"
827.722	chat	type	"beerm (aug"
827.874	chat	type	"beerm (augu"
827.977	chat	type	"beerm (augus"
828.088	chat	type	"beerm (august"
828.250	chat	type	"beerm (augusti"
828.322	chat	type	"beerm (augustin"
828.425	chat	type	"beerm (augustine"
828.490	chat	type	"beerm (augustiner"
829.226	chat	type	"beerm (augustiner)"
833.505	chat	type	"beer (augustiner)"
834.998	chat	msg	"beer (augustiner)"
837.555	mail	focus	""
838.708	mail	select	"laptop Zanium R-81 $68.99"
840.147	mail	loaded	"laptop Zanium R-81 $68.99"
840.169	mail	loaded	"laptop Zanium R-81 $68.99"
842.900	browser	focus	""
843.071	chat	prompt	"What is your least favorite?"
844.952	chat	focus	""
865.201	chat	type	"c"
865.393	chat	type	"co"
865.545	chat	type	"col"
865.665	chat	type	"cold"
866.266	chat	type	"col"
866.697	chat	type	"co"
866.881	chat	type	"c"
868.193	chat	type	"m"
868.313	chat	type	"md"
868.769	chat	type	"m"
868.961	chat	type	"me"
869.185	chat	type	"med"
869.833	chat	type	"medi"
870.017	chat	type	"mediu"
870.257	chat	type	"medium"
871.305	chat	type	"medium "
871.777	chat	type	"medium h"
872.296	chat	type	"medium ho"
872.377	chat	type	"medium hot"
873.497	chat	type	"medium ho"
873.969	chat	type	"medium h"
874.169	chat	type	"medium "
874.969	chat	type	"medium h"
875.201	chat	type	"medium ho"
875.424	chat	type	"medium hot"
879.057	chat	type	"medium hot/"
879.424	chat	type	"medium hot/w"
879.665	chat	type	"medium hot/wa"
879.896	chat	type	"medium hot/w"
880.080	chat	type	"medium hot/"
880.729	chat	type	"medium hot/c"
880.873	chat	type	"medium hot/co"
881.049	chat	type	"medium hot/col"
881.128	chat	type	"medium hot/cold"
881.345	chat	type	"medium hot/cold "
882.529	chat	type	"medium hot/cold c"
882.673	chat	type	"medium hot/cold co"
882.889	chat	type	"medium hot/cold cof"
883.063	chat	type	"medium hot/cold coff"
883.168	chat	type	"medium hot/cold coffe"
883.345	chat	type	"medium hot/cold coffee"
884.060	chat	msg	"medium hot/cold coffee"
885.388	browser	focus	""
886.897	mail	focus	""
888.204	mail	loaded	"laptop Zanium R-81 $68.99"
891.129	browser	focus	""
892.526	browser	home	""
893.354	browser	linkRequest1	"Laptops.html"
