1333455786.436	participantNumber	1	""
97.030	mail	focus	""
98.309	mail	reply	"$58.99"
98.334	compose	focus	""
98.719	mail	loaded	"mp3-player Killor O-66 $58.99"
99.918	compose	type	""
100.132	compose	type	""
100.750	compose	type	""
101.014	compose	type	""
101.172	compose	type	""
102.331	compose	send	""
102.333	mail	focus	""
103.243	chat	focus	""
104.004	mail	loaded	"mp3-player Killor O-66 $58.99"
106.493	chat	type	"p"
106.637	chat	type	"pl"
106.789	chat	type	"pla"
106.955	chat	type	"play"
107.123	chat	type	"playi"
107.307	chat	type	"playin"
107.372	chat	type	"playing"
107.499	chat	type	"playing "
107.949	chat	type	"playing P"
108.115	chat	type	"playing PC"
108.238	chat	type	"playing PC "
108.747	chat	type	"playing PC g"
108.909	chat	type	"playing PC ga"
109.028	chat	type	"playing PC gam"
109.139	chat	type	"playing PC game"
109.331	chat	type	"playing PC games"
110.067	chat	msg	"playing PC games"
111.604	mail	focus	""
113.898	mail	move	"Archive"
114.632	mail	select	"photocamera Woksan K-44 $67.99"
116.839	mail	loaded	"photocamera Woksan K-44 $67.99"
119.826	browser	focus	""
121.071	browser	home	""
122.309	browser	linkRequest1	"Photocameras.html"
122.322	browser	link1	"Photocameras.html"
122.408	chat	prompt	"What is your favorite <i>country</i>?"
123.037	browser	linkRequest2	"Woksan.html"
123.050	browser	link2	"Woksan.html"
125.981	browser	linkRequest3	"Woksan-K-44.html"
126.003	browser	link3	"Woksan-K-44.html"
127.361	mail	focus	""
128.676	mail	reply	"$67.99"
128.699	compose	focus	""
129.067	mail	loaded	"photocamera Woksan K-44 $67.99"
129.838	compose	type	"6"
129.989	compose	type	"67"
130.749	compose	type	"67."
131.029	compose	type	"67.9"
131.165	compose	type	"67.99"
132.260	compose	send	"67.99"
132.262	mail	focus	""
133.641	mail	move	"Archive"
134.799	chat	focus	""
137.196	chat	type	"M"
137.403	chat	type	"Mo"
137.564	chat	type	"Mon"
137.652	chat	type	"Mong"
137.764	chat	type	"Mongo"
137.916	chat	type	"Mongol"
138.124	chat	type	"Mongoli"
138.235	chat	type	"Mongolia"
139.371	chat	msg	"Mongolia"
142.443	mail	focus	""
148.039	mail	select	"mp3-player Huma O-91 $60.99"
149.738	mail	loaded	"mp3-player Huma O-91 $60.99"
155.141	browser	focus	""
156.118	browser	home	""
156.924	browser	linkRequest1	"Mp3-players.html"
156.936	browser	link1	"Mp3-players.html"
157.868	browser	linkRequest2	"Huma.html"
157.881	browser	link2	"Huma.html"
160.860	browser	linkRequest3	"Huma-O-91.html"
160.878	browser	link3	"Huma-O-91.html"
162.307	mail	focus	""
163.615	mail	reply	"$60.99"
163.642	compose	focus	""
163.706	mail	loaded	"mp3-player Huma O-91 $60.99"
164.668	compose	type	""
164.796	compose	type	""
165.252	compose	type	""
165.532	compose	type	""
165.700	compose	type	""
166.993	compose	send	""
166.994	mail	focus	""
168.752	mail	move	"Archive"
169.012	chat	prompt	"What is your favorite <i>candy</i>?"
170.158	mail	select	"laptop Rinox R-85 $99.99"
171.311	chat	focus	""
172.074	mail	loaded	"laptop Rinox R-85 $99.99"
175.866	chat	type	"c"
175.978	chat	type	"ch"
176.939	chat	type	"cho"
177.147	chat	type	"choc"
177.275	chat	type	"choco"
177.643	chat	type	"chocol"
177.771	chat	type	"chocola"
177.963	chat	type	"chocolat"
178.523	chat	type	"chocolate"
179.291	chat	msg	"chocolate"
181.249	mail	focus	""
182.638	mail	loaded	"laptop Rinox R-85 $99.99"
187.948	browser	focus	""
188.891	browser	home	""
189.731	browser	linkRequest1	"Laptops.html"
189.744	browser	link1	"Laptops.html"
190.595	browser	linkRequest2	"Rinox.html"
190.609	browser	link2	"Rinox.html"
190.708	chat	prompt	"What is your least favorite?"
194.107	browser	linkRequest3	"Rinox-R-85.html"
194.123	browser	link3	"Rinox-R-85.html"
195.530	mail	focus	""
196.849	mail	reply	"$99.99"
196.855	compose	focus	""
197.771	compose	type	""
197.905	compose	type	""
198.158	mail	loaded	"laptop Rinox R-85 $99.99"
198.225	compose	type	""
198.579	compose	type	""
198.730	compose	type	""
200.132	compose	send	""
200.134	mail	focus	""
201.348	mail	move	"Archive"
202.702	chat	focus	""
216.386	chat	type	"n"
216.602	chat	type	"no"
216.858	chat	type	"non"
217.353	chat	type	"none"
218.304	chat	msg	"none"
221.044	mail	focus	""
221.813	mail	select	"mp3-player Killor X-50 $93.99"
222.388	mail	loaded	"mp3-player Killor X-50 $93.99"
224.068	mail	loaded	"mp3-player Killor X-50 $93.99"
227.110	browser	focus	""
227.300	chat	prompt	"What is your favorite <i>actor</i>?"
228.148	browser	home	""
229.378	browser	linkRequest1	"Mp3-players.html"
229.391	browser	link1	"Mp3-players.html"
230.810	browser	linkRequest2	"Killor.html"
230.823	browser	link2	"Killor.html"
233.642	browser	linkRequest3	"Killor-X-50.html"
233.654	browser	link3	"Killor-X-50.html"
234.400	mail	focus	""
236.031	mail	reply	"$93.99"
236.055	compose	focus	""
236.800	mail	loaded	"mp3-player Killor X-50 $93.99"
237.218	compose	type	""
238.258	compose	type	""
238.409	compose	type	""
238.690	compose	type	""
238.834	compose	type	""
239.845	compose	send	""
239.846	mail	focus	""
242.207	mail	move	"Archive"
242.804	mail	select	"mp3-player Inkel R-69 $58.99"
243.866	chat	focus	""
245.317	mail	loaded	"mp3-player Inkel R-69 $58.99"
270.840	chat	type	"A"
274.272	chat	type	"J"
274.448	chat	type	"Je"
274.583	chat	type	"Jem"
274.768	chat	type	"Jeme"
275.304	chat	type	"Jemer"
275.472	chat	type	"Jemery"
276.248	chat	type	"Jemer"
276.424	chat	type	"Jeme"
276.609	chat	type	"Jem"
276.752	chat	type	"Je"
276.896	chat	type	"Jer"
276.976	chat	type	"Jere"
277.368	chat	type	"Jerem"
277.664	chat	type	"Jeremy"
277.823	chat	type	"Jeremy "
278.024	chat	type	"Jeremy C"
278.096	chat	type	"Jeremy Cl"
278.328	chat	type	"Jeremy Cla"
278.536	chat	type	"Jeremy Clar"
278.936	chat	type	"Jeremy Clarc"
279.664	chat	type	"Jeremy Clarcs"
279.807	chat	type	"Jeremy Clarcso"
280.008	chat	type	"Jeremy Clarcson"
287.224	chat	msg	"Jeremy Clarcson"
288.763	mail	focus	""
290.881	mail	loaded	"mp3-player Inkel R-69 $58.99"
298.574	browser	focus	""
299.538	browser	home	""
301.880	browser	linkRequest1	"Mp3-players.html"
301.906	browser	link1	"Mp3-players.html"
302.608	browser	linkRequest2	"Inkel.html"
302.620	browser	link2	"Inkel.html"
302.775	chat	prompt	"What is your least favorite?"
304.392	browser	linkRequest3	"Inkel-R-69.html"
304.407	browser	link3	"Inkel-R-69.html"
305.731	mail	focus	""
306.972	mail	reply	"$58.99"
307.005	compose	focus	""
307.680	mail	loaded	"mp3-player Inkel R-69 $58.99"
308.264	compose	type	""
308.352	compose	type	""
308.768	compose	type	""
309.064	compose	type	""
309.222	compose	type	""
310.223	compose	send	""
310.235	mail	focus	""
311.518	mail	move	"Archive"
313.076	chat	focus	""
316.614	chat	type	"B"
316.878	chat	type	"Br"
322.039	chat	type	"Bra"
322.735	chat	type	"Brad"
322.935	chat	type	"Brad "
323.639	chat	type	"Brad P"
323.846	chat	type	"Brad Pi"
324.823	chat	type	"Brad Pit"
325.031	chat	type	"Brad Pitt"
326.575	chat	msg	"Brad Pitt"
327.477	mail	focus	""
328.250	mail	select	"photocamera Okidan K-68 $52.99"
329.799	mail	loaded	"photocamera Okidan K-68 $52.99"
330.599	mail	loaded	"photocamera Okidan K-68 $52.99"
333.162	browser	focus	""
334.072	browser	home	""
334.847	browser	linkRequest1	"Photocameras.html"
334.861	browser	link1	"Photocameras.html"
335.751	browser	linkRequest2	"Okidan.html"
335.762	browser	link2	"Okidan.html"
337.200	browser	linkRequest3	"Okidan-K-68.html"
337.210	browser	link3	"Okidan-K-68.html"
337.395	chat	prompt	"What is your favorite <i>actress</i>?"
339.539	mail	focus	""
340.536	mail	reply	"$52.99"
340.560	compose	focus	""
341.181	mail	loaded	"photocamera Okidan K-68 $52.99"
341.719	compose	type	""
341.991	compose	type	""
342.197	compose	type	""
342.607	compose	type	""
343.591	compose	type	""
343.871	compose	type	""
344.029	compose	type	""
345.224	compose	send	""
345.225	mail	focus	""
346.604	mail	move	"Archive"
348.237	chat	focus	""
352.558	chat	type	"S"
352.671	chat	type	"Si"
352.878	chat	type	"Sin"
353.933	chat	type	"Si"
354.326	chat	type	"Sig"
354.445	chat	type	"Sige"
354.662	chat	type	"Siger"
354.877	chat	type	"Sigern"
355.102	chat	type	"Sigerne"
355.269	chat	type	"Sigerney"
358.759	chat	msg	"Sigerney"
360.110	mail	focus	""
360.977	mail	select	"mp3-player Huma X-46 $81.99"
362.642	mail	loaded	"mp3-player Huma X-46 $81.99"
363.357	mail	loaded	"mp3-player Huma X-46 $81.99"
365.153	browser	focus	""
366.177	browser	home	""
367.078	browser	linkRequest1	"Mp3-players.html"
367.111	browser	link1	"Mp3-players.html"
368.086	browser	linkRequest2	"Huma.html"
368.100	browser	link2	"Huma.html"
371.950	browser	linkRequest3	"Huma-X-46.html"
371.961	browser	link3	"Huma-X-46.html"
373.240	mail	focus	""
374.173	mail	reply	"$81.99"
374.178	compose	focus	""
375.270	compose	type	""
375.436	chat	prompt	"What is your least favorite?"
375.533	compose	type	""
375.742	compose	type	""
375.866	mail	loaded	"mp3-player Huma X-46 $81.99"
376.190	compose	type	""
376.348	compose	type	""
378.070	compose	send	""
378.071	mail	focus	""
379.371	mail	move	"Archive"
380.445	chat	focus	""
385.142	chat	type	"A"
385.469	chat	type	"An"
385.692	chat	type	"Ang"
385.861	chat	type	"Ange"
386.237	chat	type	"Angel"
386.501	chat	type	"Angeli"
386.701	chat	type	"Angelin"
386.852	chat	type	"Angelina"
386.940	chat	type	"Angelina "
387.517	chat	type	"Angelina J"
387.661	chat	type	"Angelina Jo"
389.637	chat	type	"Angelina Jol"
389.886	chat	type	"Angelina Joli"
390.092	chat	type	"Angelina Jolie"
391.510	chat	msg	"Angelina Jolie"
392.412	mail	focus	""
393.376	mail	select	"photocamera Woksan B-40 $91.99"
393.871	mail	loaded	"photocamera Woksan B-40 $91.99"
394.798	mail	loaded	"photocamera Woksan B-40 $91.99"
397.512	browser	focus	""
398.343	browser	home	""
399.509	browser	linkRequest1	"Photocameras.html"
399.521	browser	link1	"Photocameras.html"
400.277	browser	linkRequest2	"Woksan.html"
400.289	browser	link2	"Woksan.html"
401.725	browser	linkRequest3	"Woksan-B-40.html"
401.736	browser	link3	"Woksan-B-40.html"
402.865	mail	focus	""
404.189	mail	reply	"$91.99"
404.194	compose	focus	""
405.438	compose	type	""
405.486	mail	loaded	"photocamera Woksan B-40 $91.99"
405.596	compose	type	""
405.861	compose	type	""
406.165	compose	type	""
406.309	compose	type	""
407.650	compose	send	""
407.651	mail	focus	""
409.433	mail	loaded	"photocamera Woksan B-40 $91.99"
410.194	mail	move	"Archive"
410.457	chat	prompt	"What is your favorite <i>movie</i>?"
411.348	chat	focus	""
413.292	chat	type	"A"
413.371	chat	type	"Al"
413.572	chat	type	"Ali"
413.707	chat	type	"Alie"
413.827	chat	type	"Alien"
413.987	chat	type	"Aliens"
414.277	chat	msg	"Aliens"
415.318	mail	focus	""
416.471	mail	select	"laptop Zanium R-81 $68.99"
417.710	mail	loaded	"laptop Zanium R-81 $68.99"
418.292	mail	loaded	"laptop Zanium R-81 $68.99"
420.416	browser	focus	""
420.618	chat	prompt	"What is your favorite <i>shop</i>?"
421.407	browser	home	""
422.342	browser	linkRequest1	"Laptops.html"
422.352	browser	link1	"Laptops.html"
423.757	browser	linkRequest2	"Zanium.html"
423.768	browser	link2	"Zanium.html"
425.717	browser	linkRequest3	"Zanium-R-81.html"
425.727	browser	link3	"Zanium-R-81.html"
428.168	mail	focus	""
429.289	mail	reply	"$68.99"
429.295	compose	focus	""
430.475	mail	loaded	"laptop Zanium R-81 $68.99"
430.480	compose	type	""
430.621	compose	type	""
431.054	compose	type	""
431.333	compose	type	""
431.491	compose	type	""
432.449	compose	send	""
432.450	mail	focus	""
434.033	mail	move	"Archive"
435.616	chat	focus	""
439.069	chat	type	"c"
439.444	chat	type	"c1"
439.564	chat	type	"c10"
439.730	chat	type	"c100"
440.532	chat	type	"c1000"
440.845	chat	msg	"c1000"
441.782	mail	focus	""
446.223	mail	select	"laptop Leviti H-33 $57.99"
447.877	mail	loaded	"laptop Leviti H-33 $57.99"
450.598	mail	select	"mp3-player Inkel D-86 $59.99"
450.775	chat	prompt	"What is your favorite <i>Dutch celebrity</i>?"
451.190	mail	select	"laptop Leviti H-33 $57.99"
452.333	chat	focus	""
452.431	mail	loaded	"laptop Leviti H-33 $57.99"
452.654	mail	loaded	"laptop Leviti H-33 $57.99"
459.475	chat	type	"I"
459.659	chat	type	"I "
459.850	chat	type	"I d"
459.978	chat	type	"I do"
460.170	chat	type	"I don"
460.315	chat	type	"I dont"
460.387	chat	type	"I dont "
460.595	chat	type	"I dont k"
460.738	chat	type	"I dont kn"
460.931	chat	type	"I dont kno"
461.075	chat	type	"I dont know"
464.067	chat	type	"I don't know"
473.419	chat	type	"V"
473.642	chat	type	"Va"
473.787	chat	type	"Van"
474.043	chat	type	"Van "
474.371	chat	type	"Van H"
474.595	chat	type	"Van He"
474.851	chat	type	"Van Hel"
475.243	chat	type	"Van Hels"
475.322	chat	type	"Van Helsi"
475.531	chat	type	"Van Helsin"
476.146	chat	type	"Van Helsing"
477.772	chat	msg	"Van Helsing"
479.873	mail	focus	""
481.456	mail	loaded	"laptop Leviti H-33 $57.99"
485.170	browser	focus	""
486.045	browser	home	""
486.907	browser	linkRequest1	"Laptops.html"
486.924	browser	link1	"Laptops.html"
487.088	chat	prompt	"What is your favorite <i>Dutch city</i>?"
488.155	browser	linkRequest2	"Leviti.html"
488.167	browser	link2	"Leviti.html"
489.987	browser	linkRequest3	"Leviti-H-33.html"
490.006	browser	link3	"Leviti-H-33.html"
490.889	mail	focus	""
492.034	mail	reply	"$57.99"
492.056	compose	focus	""
492.434	mail	loaded	"laptop Leviti H-33 $57.99"
493.147	compose	type	""
493.419	compose	type	""
493.843	compose	type	""
494.283	compose	type	""
494.427	compose	type	""
495.464	compose	send	""
495.465	mail	focus	""
496.966	mail	loaded	"laptop Leviti H-33 $57.99"
497.335	mail	move	"Archive"
498.189	mail	select	"mp3-player Inkel D-86 $59.99"
499.241	chat	focus	""
500.777	mail	loaded	"mp3-player Inkel D-86 $59.99"
501.475	chat	type	"F"
502.458	chat	type	"G"
502.690	chat	type	"Gr"
502.753	chat	type	"Gro"
502.930	chat	type	"Gron"
503.098	chat	type	"Groni"
503.250	chat	type	"Gronin"
503.474	chat	type	"Groning"
503.585	chat	type	"Groninge"
503.705	chat	type	"Groningen"
505.292	chat	msg	"Groningen"
506.320	mail	focus	""
507.832	browser	focus	""
508.227	mail	loaded	"mp3-player Inkel D-86 $59.99"
509.088	mail	focus	""
510.795	mail	loaded	"mp3-player Inkel D-86 $59.99"
513.444	browser	focus	""
515.348	browser	home	""
516.786	browser	linkRequest1	"Mp3-players.html"
516.799	browser	link1	"Mp3-players.html"
517.754	browser	linkRequest2	"Inkel.html"
517.765	browser	link2	"Inkel.html"
519.338	browser	linkRequest3	"Inkel-D-86.html"
519.349	browser	link3	"Inkel-D-86.html"
520.354	mail	focus	""
521.353	mail	reply	"$59.99"
521.358	compose	focus	""
521.962	mail	loaded	"mp3-player Inkel D-86 $59.99"
522.586	compose	type	""
522.738	compose	type	""
523.178	compose	type	""
523.530	compose	type	""
523.682	compose	type	""
525.096	compose	send	""
525.098	mail	focus	""
525.240	chat	prompt	"What is your least favorite?"
526.263	mail	move	"Archive"
527.439	chat	focus	""
535.913	chat	type	"A"
536.217	chat	type	"Am"
536.833	chat	type	"Ams"
537.033	chat	type	"Amst"
537.177	chat	type	"Amste"
537.249	chat	type	"Amster"
537.657	chat	type	"Amsterd"
537.780	chat	type	"Amsterda"
537.888	chat	type	"Amsterdam"
541.947	chat	msg	"Amsterdam"
543.790	browser	focus	""
545.022	mail	focus	""
546.356	mail	select	"laptop Rinox R-85 $99.99"
546.365	mail	loaded	"laptop Rinox R-85 $99.99"
548.256	mail	loaded	"laptop Rinox R-85 $99.99"
550.859	mail	reply	"$99.99"
550.871	compose	focus	""
554.501	mail	focus	""
556.114	mail	loaded	"laptop Rinox R-85 $99.99"
558.616	mail	move	"Archive"
560.110	compose	focus	""
566.013	compose	send	""
566.015	mail	focus	""
566.899	mail	select	"mp3-player Inkel G-13 $68.99"
567.948	mail	loaded	"mp3-player Inkel G-13 $68.99"
569.175	mail	loaded	"mp3-player Inkel G-13 $68.99"
571.528	browser	focus	""
572.491	browser	home	""
573.625	browser	linkRequest1	"Mp3-players.html"
573.638	browser	link1	"Mp3-players.html"
573.706	chat	prompt	"What is your favorite <i>game</i>?"
574.521	browser	linkRequest2	"Inkel.html"
574.534	browser	link2	"Inkel.html"
575.801	browser	linkRequest3	"Inkel-G-13.html"
575.814	browser	link3	"Inkel-G-13.html"
577.263	mail	focus	""
578.246	mail	reply	"$68.99"
578.267	compose	focus	""
578.701	mail	loaded	"mp3-player Inkel G-13 $68.99"
579.881	compose	type	""
579.976	compose	type	""
580.265	compose	type	""
580.625	compose	type	""
580.759	compose	type	""
582.626	compose	send	""
582.628	mail	focus	""
584.301	mail	move	"Archive"
585.451	chat	focus	""
587.608	chat	type	"S"
587.799	chat	type	"St"
587.935	chat	type	"Sta"
588.039	chat	type	"Star"
588.440	chat	type	"Starc"
588.598	chat	type	"Starcr"
588.726	chat	type	"Starcra"
588.822	chat	type	"Starcraf"
588.967	chat	type	"Starcraft"
589.418	chat	msg	"Starcraft"
590.626	mail	focus	""
591.267	mail	select	"laptop Rinox U-36 $55.99"
592.423	mail	loaded	"laptop Rinox U-36 $55.99"
593.840	mail	loaded	"laptop Rinox U-36 $55.99"
595.905	browser	focus	""
597.130	browser	home	""
598.320	browser	linkRequest1	"Laptops.html"
598.343	browser	link1	"Laptops.html"
600.112	browser	linkRequest2	"Rinox.html"
600.123	browser	link2	"Rinox.html"
602.256	browser	linkRequest3	"Rinox-U-36.html"
602.268	browser	link3	"Rinox-U-36.html"
603.760	mail	focus	""
604.896	mail	reply	"$55.99"
604.901	compose	focus	""
605.998	mail	loaded	"laptop Rinox U-36 $55.99"
606.010	compose	type	""
606.082	chat	prompt	"What is your least favorite?"
606.215	compose	type	""
606.367	compose	type	""
606.664	compose	type	""
606.816	compose	type	""
608.060	compose	send	""
608.062	mail	focus	""
609.978	mail	move	"Archive"
611.181	chat	focus	""
619.671	chat	type	"O"
619.886	chat	type	"Ob"
620.599	chat	type	"Obv"
620.702	chat	type	"Obvi"
620.902	chat	type	"Obvil"
621.127	chat	type	"Obvili"
621.319	chat	type	"Obvilio"
621.519	chat	type	"Obvilion"
622.938	chat	msg	"Obvilion"
624.604	mail	focus	""
625.786	mail	select	"mp3-player Killor O-10 $51.99"
626.612	mail	loaded	"mp3-player Killor O-10 $51.99"
627.270	mail	loaded	"mp3-player Killor O-10 $51.99"
629.674	browser	focus	""
631.393	browser	home	""
632.359	browser	linkRequest1	"Mp3-players.html"
632.371	browser	link1	"Mp3-players.html"
633.095	browser	linkRequest2	"Killor.html"
633.108	browser	link2	"Killor.html"
635.183	browser	linkRequest3	"Killor-O-10.html"
635.195	browser	link3	"Killor-O-10.html"
636.339	mail	focus	""
637.663	mail	reply	"$51.99"
637.668	compose	focus	""
638.719	compose	type	""
638.769	mail	loaded	"mp3-player Killor O-10 $51.99"
639.239	compose	type	""
639.407	compose	type	""
639.679	compose	type	""
639.846	compose	type	""
640.826	compose	send	""
640.828	mail	focus	""
640.939	chat	prompt	"What is your favorite <i>website</i>?"
643.252	mail	loaded	"mp3-player Killor O-10 $51.99"
643.384	mail	move	"Archive"
644.193	mail	select	"laptop Mallsoft E-59 $50.99"
645.301	chat	focus	""
646.684	mail	loaded	"laptop Mallsoft E-59 $50.99"
663.982	chat	type	"g"
664.470	chat	type	"gr"
664.647	chat	type	"gro"
664.798	chat	type	"groo"
665.230	chat	type	"groov"
665.316	chat	type	"groove"
665.820	chat	type	"grooves"
665.998	chat	type	"groovesh"
666.101	chat	type	"groovesha"
666.382	chat	type	"grooveshar"
666.581	chat	type	"grooveshark"
666.838	chat	type	"grooveshark,"
667.052	chat	type	"grooveshark,c"
667.142	chat	type	"grooveshark,co"
667.973	chat	type	"grooveshark,c"
668.204	chat	type	"grooveshark,"
668.365	chat	type	"grooveshark"
668.830	chat	type	"grooveshark."
668.988	chat	type	"grooveshark.c"
669.100	chat	type	"grooveshark.co"
669.277	chat	type	"grooveshark.com"
669.792	chat	msg	"grooveshark.com"
670.896	mail	focus	""
673.008	mail	loaded	"laptop Mallsoft E-59 $50.99"
675.783	browser	focus	""
676.608	browser	home	""
677.590	browser	linkRequest1	"Laptops.html"
677.600	browser	link1	"Laptops.html"
679.030	browser	linkRequest2	"Mallsoft.html"
679.040	browser	link2	"Mallsoft.html"
679.136	chat	prompt	"What is your least favorite?"
681.654	browser	linkRequest3	"Mallsoft-E-59.html"
681.705	browser	link3	"Mallsoft-E-59.html"
682.817	mail	focus	""
684.071	mail	reply	"$50.99"
684.076	compose	focus	""
684.820	mail	loaded	"laptop Mallsoft E-59 $50.99"
685.198	compose	type	""
685.470	compose	type	""
685.766	compose	type	""
686.094	compose	type	""
686.260	compose	type	""
687.312	compose	send	""
687.314	mail	focus	""
688.256	chat	focus	""
689.832	mail	loaded	"laptop Mallsoft E-59 $50.99"
694.077	chat	type	"m"
694.180	chat	type	"ma"
694.485	chat	type	"mac"
694.645	chat	type	"mac."
697.029	chat	type	"mac"
698.725	chat	type	"maci"
698.925	chat	type	"macin"
701.165	chat	type	"macint"
701.317	chat	type	"macinto"
701.517	chat	type	"macintos"
701.645	chat	type	"macintosh"
702.573	chat	type	"macintosh."
702.797	chat	type	"macintosh.c"
702.901	chat	type	"macintosh.co"
703.109	chat	type	"macintosh.com"
703.704	chat	msg	"macintosh.com"
704.898	mail	focus	""
706.511	mail	loaded	"laptop Mallsoft E-59 $50.99"
707.586	mail	move	"Archive"
708.103	mail	select	"mp3-player Inkel E-64 $61.99"
710.006	mail	loaded	"mp3-player Inkel E-64 $61.99"
713.218	browser	focus	""
714.079	browser	home	""
714.861	browser	linkRequest1	"Mp3-players.html"
714.875	browser	link1	"Mp3-players.html"
716.269	browser	linkRequest2	"Inkel.html"
716.282	browser	link2	"Inkel.html"
720.661	browser	linkRequest3	"Inkel-E-64.html"
720.669	browser	link3	"Inkel-E-64.html"
720.783	chat	prompt	"What is your favorite <i>radio broadcasting</i>?"
721.771	mail	focus	""
723.024	mail	reply	"$61.99"
723.033	compose	focus	""
723.416	mail	loaded	"mp3-player Inkel E-64 $61.99"
724.541	compose	type	""
724.685	compose	type	""
724.973	compose	type	""
725.333	compose	type	""
725.491	compose	type	""
726.473	compose	send	""
726.474	mail	focus	""
729.082	mail	move	"Archive"
730.162	chat	focus	""
732.780	chat	type	"e"
732.883	chat	type	"ep"
733.092	chat	type	"epi"
733.244	chat	type	"epic"
733.580	chat	type	"epic-"
734.011	chat	type	"epic"
734.300	chat	type	"epic."
734.613	chat	type	"epic.r"
734.699	chat	type	"epic.ra"
734.932	chat	type	"epic.rad"
735.060	chat	type	"epic.radi"
735.213	chat	type	"epic.radio"
736.416	chat	msg	"epic.radio"
737.588	mail	focus	""
739.055	mail	select	"photocamera Beta J-83 $65.99"
739.562	mail	loaded	"photocamera Beta J-83 $65.99"
741.236	mail	loaded	"photocamera Beta J-83 $65.99"
743.734	browser	focus	""
743.891	chat	prompt	"What is your least favorite?"
745.606	browser	home	""
747.212	browser	linkRequest1	"Photocameras.html"
747.217	browser	link1	"Photocameras.html"
749.068	browser	linkRequest2	"Beta.html"
749.081	browser	link2	"Beta.html"
751.436	browser	linkRequest3	"Beta-J-83.html"
751.452	browser	link3	"Beta-J-83.html"
752.785	mail	focus	""
754.483	mail	reply	"$65.99"
754.494	compose	focus	""
755.122	mail	loaded	"photocamera Beta J-83 $65.99"
755.652	compose	type	""
755.788	compose	type	""
756.028	compose	type	""
756.340	compose	type	""
756.507	compose	type	""
757.622	compose	send	""
757.623	mail	focus	""
758.785	chat	focus	""
